customer_id,full_name,age,gender,email,phone,street_address,city,state,zip_code,registration_date,preferred_channel
aeba2e34-3bc5-496c-8520-a8bad74b62d2,Kylie Morales,26.0,Female,moralesk@hotmail.com,859-991-0229x0147,836 Chavez Estate,Cincinnati,Ohio,49004,2020-10-13,both
4f17578d-c67e-4ca2-aa80-6a27f5ec2411,Lisa Perry,29.0,Female,perryl@gmail.com,001-724-345-1076x22683,49784 Jeffrey Rapid Apt. 034,Vancouver,Washington,28187,2021-01-16,online
6ee23d8d-21b4-4d0a-acad-eacd25fca760,James Harmon,47.0,Male,james_harmon@gmail.com,001-651-761-3696x816,696 Roberts Lodge Apt. 529,Philadelphia,Pennsylvania,60806,2024-03-16,online
0334c8a8-32db-4e55-9088-e2e1c3ead6c6,Connie Maxwell,39.0,Female,maxwellc@hotmail.com,(712)777-9979,5231 Jonathan Extensions,Albany,New York,79458,2024-06-06,in-store
a7754bde-6a46-49ea-8a1a-94c46fbf786a,Chris Jones,18.0,Male,cjones@hotmail.com,219-998-6798,8147 Johnson Land,Fort Worth,Texas,38128,2020-10-02,online
e8115966-a286-4e9a-994b-9512e4ec6e3c,Susan Armstrong,,Female,armstrongs@hotmail.com,288.792.5546x659,71518 Benjamin Station,Tallahassee,Florida,57878,2023-07-29,online
3d2b8eab-07dd-4900-9389-f468deb10694,Andrea Davis,30.0,Female,adavis@yahoo.com,,1925 Ponce Square,Springfield,Illinois,87288,2022-04-03,online
cc6c7f77-9daf-4259-aa40-d2467a6b7084,Jack White,26.0,Male,jwhite@yahoo.com,(296)822-2927,21418 Ebony Wells,Fort Worth,Texas,81507,2024-07-10,both
14c69fe5-d344-440a-877a-8c17c3ba847c,Jackson Ball,42.0,Male,jackson.ball@yahoo.com,662.339.2407x58181,83473 Gregory Ports Suite 746,Tallahassee,Florida,66417,2021-12-22,online
a992a917-e849-4ffc-9848-fcf06233b135,Phillip Nelson,47.0,Male,phillip_nelson@gmail.com,253-605-1522,5060 Shaw Freeway,Charlotte,North Carolina,,2020-10-14,online
d5e0c0b0-ec1a-4eb2-bdc0-eb82a517d128,Thomas Kennedy,46.0,Male,kennedyt@yahoo.com,510-436-9711x7980,04328 Rodriguez Heights,Rochester,New York,31648,2021-07-02,online
e9eb9097-60d5-45ce-a5fd-9d2a25f6ed3e,Eddie Smith,,Male,eddie.smith@yahoo.com,380.767.0654x05153,185 Stephanie Plains,Grand Rapids,Michigan,66997,2025-01-30,both
867b37fa-2337-419f-a8f4-b3231eb98785,Brandi Bell,31.0,Female,brandi.bell@yahoo.com,5546868740,722 Jennifer Mount Apt. 430,Newark,New Jersey,26645,2024-04-05,in-store
5e4aaf11-21fd-4847-94eb-00d778eb4cf5,Howard Norman,38.0,Male,howard_norman@gmail.com,(816)492-8451x15447,6765 Tyler Parks Suite 841,Charlotte,North Carolina,95801,2024-06-03,both
e09c619b-f8b0-4f81-9963-a0c5f394ec44,Melissa Bell,46.0,Female,mbell@hotmail.com,001-455-769-0927x55719,0165 Stephanie Divide Suite 021,Buffalo,New York,31433,2023-11-10,online
0e5ce99f-c6f4-4db6-b32d-6be498335d86,Jennifer Banks,29.0,Female,jennifer_banks@hotmail.com,494.973.1217,8681 Hampton Squares,Macon,Georgia,58994,2021-01-31,both
1f29eb4e-653b-4fc6-b09b-7731d991951a,Zachary Cochran,32.0,Male,cochranz@yahoo.com,,844 Jennifer Squares,Fort Worth,Texas,84085,2025-01-18,online
48072bb1-4d1d-4473-954b-81982b388e73,Kristen Wood,21.0,Female,kristen_wood@gmail.com,317-478-5289x22680,6786 Morrow Cliffs,Austin,Texas,,2023-03-08,online
5ca706a8-fdaa-4203-a1cd-8d5855f715e9,Kevin Martin,20.0,Prefer not to say,kmartin@gmail.com,,43842 Mendez Course Apt. 992,San Diego,California,22940,2022-05-25,both
7e43dece-6864-40eb-ae54-0345dc71cb98,Stephen Gardner,44.0,Male,gardners@yahoo.com,001-355-662-5881x537,7102 Perry Mountain Apt. 592,Elizabeth,New Jersey,41471,2023-01-22,in-store
e9bc115f-9f34-459e-9190-ea177aa4681a,Joanna Thomas,,Female,joanna_thomas@hotmail.com,268-673-3950,25953 Tyrone Passage Suite 747,Seattle,Washington,03538,2021-07-19,online
53182df4-1874-45e5-bbb2-3b397df2e5d0,,34.0,Male,jkhan@hotmail.com,+1-635-384-1687,62456 Williams Center,Houston,Texas,75248,2022-01-20,in-store
6638d90a-5b78-4c9b-9fcb-befdfdaf8d02,Betty Davis,47.0,Female,betty.davis@yahoo.com,687.729.8259x5269,98680 Benjamin Station,Albany,New York,44153,2023-04-07,in-store
0b4d8621-9d37-427c-8b86-54f2b398f2c9,Jordan Hicks,39.0,Male,jhicks@hotmail.com,001-399-530-9728x96230,55169 Robles Stream Apt. 974,Flint,Michigan,86430,2021-05-24,both
214cfd6d-e5ac-4db4-9e1f-cd692e2ccba6,Albert Edwards,27.0,Male,albert.edwards@gmail.com,(578)558-5497,970 April Points Suite 786,New York City,New York,41625,2024-02-16,online
7c6f9d72-9689-42e5-b081-f7af88dc60f1,Diana Evans,39.0,Female,diana.evans@yahoo.com,6416574733,7584 Martinez Springs Suite 652,Buffalo,New York,38571,2020-07-15,online
54b34b95-7b8d-4b70-a8cc-4ba962d001cc,Chad Gilbert,53.0,Male,chad.gilbert@hotmail.com,+1-520-282-6773x45401,301 Rivera Mountains,Tampa,Florida,13679,2020-07-22,in-store
838aa59a-3e49-4bf0-9fdb-52c98b892d8e,Susan Thompson,34.0,Female,sthompson@gmail.com,978-687-2874x3152,400 Bradley Coves,San Diego,California,44415,2023-11-29,both
c763319e-a1b7-49e4-a3f9-63c8a1df6295,Michelle Smith,53.0,Female,michelle_smith@hotmail.com,(675)730-4637,96685 Richard Court,Orlando,Florida,24720,2023-03-08,online
7ddab3bd-a49b-4122-9356-5bafa60fc685,Elizabeth Sharp,18.0,Female,esharp@yahoo.com,(993)532-7279x568,17426 Vaughn Route,Tempe,Arizona,39172,2023-05-23,online
30012d88-2488-41c8-ba2e-7833551da3e5,Philip Becker,44.0,Male,philip_becker@yahoo.com,+1-239-971-8707x28679,91088 Ashley Drive Apt. 587,Austin,Texas,15736,2024-07-22,in-store
175b576f-ab39-4cd7-8253-57a811d22358,Michael Parker,36.0,Male,michael_parker@gmail.com,870-946-2265,106 Graves Plains,Jacksonville,Florida,08398,2021-03-23,in-store
dde8004d-4a47-407f-bccb-0c53ef4deb72,Sheila Knox,31.0,Female,sheila.knox@yahoo.com,5049786863,512 Rice Stream,Miami,Florida,29689,2023-11-08,online
9fd12c16-9673-46b1-81f5-fc225c77fe51,Hannah Hill,36.0,Female,hannah_hill@hotmail.com,,033 Craig Bypass Suite 903,San Diego,California,97565,2022-07-14,online
e3fd3686-61bb-48a4-9ab8-3bcde2250a42,Robyn Dennis,18.0,Female,robyn_dennis@hotmail.com,(568)556-6246x287,42836 Hill Point Apt. 687,Sacramento,California,06646,2025-01-01,both
947fec07-da8e-4f40-a7a6-b167c4977332,Elizabeth Zimmerman,32.0,Female,elizabeth.zimmerman@yahoo.com,,826 Jonathan Isle Apt. 751,Houston,Texas,70707,2020-07-01,online
98d41fcd-f138-4d22-bc16-e9422c5d1d06,Sheila Cook,,Female,sheila_cook@hotmail.com,746-578-5445x87717,739 Randy Garden,Norfolk,Virginia,72863,2024-08-24,both
ce95609a-63bc-4972-9465-29cb190f0df0,Jacqueline Gutierrez,52.0,Female,jacqueline.gutierrez@hotmail.com,(493)978-5477x7252,8996 Hernandez Isle,San Francisco,California,30650,2021-03-26,
72549804-eee4-4a6d-b3a4-c04061550de7,Clinton Preston,28.0,Male,cpreston@gmail.com,001-220-238-7509x977,006 Megan Fort,Albany,New York,09409,2022-09-03,online
a1404ecc-4fc4-4218-9f07-ed77cddf3c03,Joseph Jenkins,25.0,,jjenkins@hotmail.com,(867)993-3410x166,86211 John River Suite 546,Lansing,Michigan,10858,2021-03-09,online
9a5a78c1-f720-4b0b-a017-070b5078837d,Anthony Smith,28.0,Male,smitha@yahoo.com,689-402-5039x261,180 Jason Ways Suite 401,Jacksonville,Florida,90210,2021-07-23,both
e049f5d1-bb8e-43fe-926a-06ed322361b1,Kristy Knight,45.0,Female,kristy.knight@yahoo.com,+1-465-804-7735x866,218 Brown Mews Apt. 159,San Antonio,Texas,80961,2024-09-08,online
77df43a2-0830-48c8-aa95-beaf3a933fa0,Brady Montgomery,38.0,Male,brady.montgomery@gmail.com,226-378-8861,62655 Christopher Inlet Suite 541,Seattle,Washington,17868,2023-10-25,in-store
ace3d1c0-d5fc-40b2-8a4c-93ccb5001366,Heather Davis,28.0,Female,heather.davis@hotmail.com,(712)664-6471,6183 Gina Extension Apt. 444,Chicago,Illinois,65135,2024-05-20,online
bb6781fb-6197-4287-841a-fe3d5e1007bc,,41.0,Female,tle@hotmail.com,,24065 Brock Isle Suite 569,Pittsburgh,,18343,2022-06-09,online
424b2dc3-0912-4e02-8588-b0e132334c56,Douglas Hartman,36.0,Male,douglas_hartman@gmail.com,867-324-3426,807 Samuel Highway,Allentown,Pennsylvania,91312,2021-05-10,both
88826d13-4a44-4427-85e3-21839c66a180,Jerry Harper,46.0,Male,jerry_harper@hotmail.com,+1-565-961-0143x8889,058 Daniel Gateway Suite 290,Newark,New Jersey,74323,2021-01-30,both
b8fd4b01-a7d4-45af-befb-c9f5dca6a958,James Ford,26.0,Male,james_ford@hotmail.com,001-925-745-7387x5717,0714 Knapp Corner,Los Angeles,California,15714,2022-05-07,online
2bb18b90-23ae-4be7-86ac-0c8953a7b42e,Andrea Williams,31.0,Female,williamsa@gmail.com,(873)262-2660x93796,238 Andrea Isle,San Antonio,Texas,73881,2021-10-04,online
e1d30d90-f6e5-439d-9bec-2b2287663015,Michele Harris,30.0,Female,michele_harris@gmail.com,+1-659-369-6915x5792,5371 Lambert Overpass,Macon,Georgia,69669,2023-11-14,online
1447c94e-ed2a-4b45-ba05-ced3d3cfcfee,Michael Edwards,18.0,,michael_edwards@gmail.com,+1-928-227-4225,286 Carlson Ports Suite 627,Buffalo,New York,83797,2021-03-22,online
085ffa21-6074-4e96-805a-78c32a0c49ec,Sharon Crane,38.0,Female,cranes@gmail.com,+1-342-679-7881,7677 Christopher Burgs Apt. 404,San Francisco,California,,2020-06-26,both
60a0218a-a6d1-465c-875e-2c0402e18ec1,Patricia Morrow,38.0,Female,patricia.morrow@yahoo.com,433-595-9629,361 Kenneth Bypass Suite 451,Harrisburg,Pennsylvania,58050,2020-06-24,in-store
849a8653-f869-4056-abac-3ec07aa5b48f,Robert Trujillo,35.0,Male,robert.trujillo@hotmail.com,9424232536,4494 Derek Terrace,San Jose,California,54449,2022-10-31,in-store
5d47a88e-6229-402f-a920-0fb7194c722b,Laura Adams,32.0,Female,,975-618-6363,8457 Murphy Alley,Columbus,Ohio,96540,2023-01-03,online
4ee5d856-5b47-461c-9356-104dc45ff2d9,Erica Campbell,,Female,erica.campbell@hotmail.com,724.424.1541,0017 David Walks Apt. 770,Springfield,Illinois,56573,2020-07-17,online
d3e2fe60-68bc-47b5-b704-72c4a0b3d5a7,Anthony Garrett,29.0,Male,anthony.garrett@hotmail.com,370.705.1627x13611,103 Miller Ramp,Raleigh,North Carolina,30148,2022-06-03,both
f3a020be-2e98-468d-affd-2b0388a78026,Holly Evans,30.0,Female,,001-826-797-3112x1965,89092 Bell Forest,Alexandria,Virginia,82824,2021-07-16,online
ccea51cc-3733-4d90-8058-e8300231e4db,Richard Wright,25.0,Male,richard.wright@hotmail.com,879.818.0552,043 Julie Hill Apt. 376,Alexandria,Virginia,15278,2020-08-13,both
75b06ec5-d6a5-4a69-8cbc-9aceb52f5d95,Holly Vega,33.0,Female,holly_vega@hotmail.com,(761)888-9241x41832,43006 Fuller Parkway,Trenton,New Jersey,54952,2023-04-30,online
a996b5bf-5e05-4408-9a4e-6e546ad6e860,,39.0,Female,hinesl@hotmail.com,721-402-0275x8842,630 Christopher Mews Apt. 799,Tampa,Florida,07713,2021-04-21,online
46500270-37db-4999-8820-cc9bfd3f32b5,Paul Marks,57.0,Male,marksp@gmail.com,(224)919-1380x003,8149 Tyler Pass Suite 079,Orlando,Florida,22374,2021-08-24,online
50c6e50f-7f77-4c91-88f6-89b6658693c8,Jack Mora,37.0,Male,jack_mora@hotmail.com,(617)544-5187x0534,53654 Ashley Crest Apt. 238,San Francisco,California,06520,2023-12-04,online
7c15eaeb-bffd-4f97-b4da-19601d48aaaf,Julie Vargas,38.0,Female,vargasj@hotmail.com,206-541-3836x70241,06038 Fields Square,Syracuse,New York,01758,2021-12-06,online
9d975045-72ce-4f87-af01-ec01223f8331,Stephanie Meyer,34.0,Female,stephanie.meyer@hotmail.com,(423)344-5655x74313,182 Jones Port,Virginia Beach,Virginia,08664,2022-09-23,both
cb035960-9c0a-4e49-83b3-48d1fa55b763,Christopher Martin,18.0,Male,christopher.martin@yahoo.com,,74741 Eric Spur Suite 903,Charlotte,North Carolina,43465,2023-03-05,online
4deb2f9b-ffb0-415a-b620-cbd8d467ebd1,Tristan Bond,34.0,Male,tbond@hotmail.com,365.519.9410,1210 Maria Forges,Tallahassee,Florida,17634,2021-08-24,both
1357f6c0-b344-4de1-927e-8d29271db5dc,Steven Ramos,35.0,Male,sramos@gmail.com,(625)932-4472x09993,0296 Crawford Light,San Diego,California,90051,2025-02-05,online
5a83ec13-88d8-46cd-a059-fee09cceabbe,Jennifer Pierce,64.0,Female,jennifer.pierce@gmail.com,(778)575-9856x420,3838 Veronica Tunnel,Springfield,Illinois,94003,2022-03-25,online
1bf60267-eb3b-4acd-8123-b55d20f3ae7b,Alyssa Cochran,32.0,Female,cochrana@yahoo.com,(423)595-5905,321 Diane Grove Apt. 396,Pittsburgh,Pennsylvania,47005,2022-08-13,in-store
a53d12a9-3607-4c1c-9043-967c8ba87c3c,Russell Cochran,38.0,Male,cochranr@yahoo.com,001-725-800-2921x851,10393 Alisha Alley Suite 932,Trenton,New Jersey,45164,2024-09-06,online
012bb8ba-52a2-40de-9f4c-a1c76b48667d,Laurie Rogers,34.0,Female,laurie.rogers@yahoo.com,(509)369-0295,752 Walker Radial Apt. 644,San Jose,California,17192,2021-11-02,online
bb80976b-59b7-4f25-a65f-78db89204afe,Timothy Taylor,20.0,Male,timothy.taylor@hotmail.com,(576)426-7658x6179,15704 John Cliff Suite 410,Pittsburgh,Pennsylvania,06811,2021-08-22,online
fbbf259a-7b4d-487f-aa77-1d1a2d4a5234,Jocelyn Lloyd,48.0,Female,jocelyn.lloyd@gmail.com,5625962015,15262 Amy Course Suite 997,Houston,Texas,92841,2024-04-27,in-store
e320e880-8012-4eaa-a8ad-d0a2e319a9ef,Jennifer Spencer,44.0,Female,jspencer@hotmail.com,+1-897-931-0324x1714,3106 Hernandez Lake Apt. 614,Harrisburg,Pennsylvania,87273,2021-09-27,both
483977d6-59a3-4d37-acfe-4ae889bad936,Katherine Guerrero,44.0,Female,kguerrero@hotmail.com,849.502.1158,6527 Jose Mountain,Tampa,Florida,35025,2021-04-19,both
1f18dbd6-e628-45fb-8c35-76549b175d7e,Juan Randall,24.0,,randallj@hotmail.com,+1-592-417-2233x20616,374 Ralph Walk Apt. 898,Erie,Pennsylvania,75406,2022-11-24,both
33c691c0-d861-4b17-909e-291071c80851,Roy Scott,51.0,Male,scottr@gmail.com,001-799-811-9148,548 Stark Bridge Suite 162,Houston,Texas,19925,2020-09-04,in-store
9a6bef15-b82d-47b7-a305-0b170ad5444f,Deborah Pena,18.0,Female,deborah_pena@gmail.com,607.945.0544,6299 Williams Isle,Tacoma,Washington,91008,2020-05-28,online
b47bb92d-cd35-46e4-9d0f-d2e68865981d,Shannon Cohen,42.0,Female,shannon.cohen@gmail.com,521.248.6289x02330,4691 Scott View Suite 785,Norfolk,Virginia,07868,2024-06-25,online
8669e1e7-db66-4575-a349-a020e441766f,Jesus Hull,61.0,Male,jhull@gmail.com,(552)541-4060x293,,Augusta,Georgia,72765,2021-01-23,both
28006ded-6714-4308-8a34-158ec21d425e,Megan Adams,23.0,Female,megan_adams@hotmail.com,001-846-365-7437x489,2290 Johnny Valley,Tallahassee,Florida,40538,2024-02-12,online
1fcad74e-2c52-45f0-af8e-125ec1324a73,Adam Key,28.0,Male,adam_key@hotmail.com,230.596.5207x44666,,Fort Worth,Texas,20152,2020-03-18,online
605480c4-edec-4a42-adc7-4fef51f018e3,Grace Reeves,36.0,Female,grace.reeves@hotmail.com,913-253-4655x49471,428 Kelly Mountains Apt. 482,Los Angeles,California,89592,2025-02-09,both
f949b2e6-1601-48af-8002-7099031b0d83,Sean Silva,28.0,Male,ssilva@gmail.com,(335)969-7252,684 Brown Walk,Champaign,Illinois,20263,2020-05-11,online
f81dc7b0-ace5-4957-bb9c-4441cd928c20,Gary Hatfield,18.0,Male,hatfieldg@gmail.com,,3292 Glover Tunnel Apt. 296,San Jose,California,83533,2023-04-04,both
e974841d-6980-4e25-82a4-bfb80e77422f,Lori Wright,35.0,Female,lwright@yahoo.com,889.285.6257x532,8942 Madison Hills,Syracuse,New York,38620,2020-11-15,online
4276d3c7-a160-46f5-8ce6-935108c2f368,Crystal Acosta,22.0,Female,crystal.acosta@gmail.com,600-916-7618,50648 Brittney Causeway,Tampa,Florida,87266,2022-03-15,online
dbc53761-4aba-42ec-9f34-2b16807ad360,Mia Harris,40.0,Female,mia.harris@hotmail.com,493.248.3564,184 Robert Cove Apt. 411,Mesa,Arizona,65740,2021-05-03,online
ef1988ba-017a-4ce5-8ab5-69fe2998dbc0,Joshua Lozano,23.0,Male,jlozano@yahoo.com,001-714-737-4470x1204,11972 Kimberly Club,Seattle,Washington,95339,2022-02-21,online
840d3bc2-d2c8-4a3e-8e1c-f98f3aaa2784,Jeffery Wilson,53.0,Male,jeffery_wilson@hotmail.com,366-474-6762,5794 Nathan Junctions,Erie,Pennsylvania,24470,2024-05-11,both
d3b9f9f6-6986-4bb5-8c43-ef56c876ec1c,Michael Brown,25.0,Male,mbrown@gmail.com,(370)814-5089x93588,729 Maxwell Ridge Apt. 277,Worcester,Massachusetts,15303,2025-01-02,in-store
f2b03d41-af3d-4b2d-a88b-b09972476d48,Matthew Wright,31.0,Male,mwright@hotmail.com,340-983-8663x17797,89002 Christian Ways Apt. 175,Worcester,Massachusetts,32075,2025-02-06,online
3010fe3e-f791-47d4-add2-1da35e890603,Jeremy Wilson,44.0,Male,,+1-948-783-7550x375,6088 Margaret Turnpike,Philadelphia,Pennsylvania,79695,2021-03-01,online
cfd044fa-b5cb-4286-b97f-197990ed8317,Mike Wilson,20.0,Male,wilsonm@gmail.com,293-331-6373x516,488 Park Cape Apt. 726,Sacramento,California,14520,2024-08-27,online
